"G0","G0_oult25","G0_oult50","G0_oult100"
-1.86213371688653,-1.53769172986718,0.869324050243424,-1.67503785621447
1.13980693283478,0.999904397157564,0.0268223916248141,-0.446870028424858
0.317626726641649,1.89113426517759,0.996249701622573,0.509808533689169
1.39985927555198,0.648237079738365,0.410258679295522,-0.828929103034803
2.23762596683181,0.616374791770592,1.09056660606131,0.60673698870943
-0.569909048434763,0.227103791364279,1.37403977526399,0.77176704017892
-0.579049448235306,0.556056772786088,0.400377592729136,0.350239841774158
-1.14949459567669,-1.12339265016385,-0.0273034369204765,-1.40465328222896
0.796754404356337,-1.06267504600089,0.357312757668932,-0.302667392445406
0.403460024835888,-0.902182887885579,-0.756372155658245,2.08854487186871
1.58701970283382,-0.701152136869166,0.909174649870414,-0.983824014218402
-0.444145485634118,-0.984087311877998,0.065172804821413,-2.8297211125072
0.0744723692545328,0.947062080385886,0.122282219297858,0.666992625045252
0.117876083543304,-1.04654758384247,0.586991721508386,1.61225246917915
-0.11086000215026,0.31937617158603,-0.791829116394821,-1.02315732395329
0.647781063052743,-0.428662137681542,-0.218808050970205,0.376642597144191
-0.883151438253277,-0.780732848240389,-0.499523182938623,-1.73506059055791
-1.40562405000098,1.20266438712527,0.013609992730841,0.145027748216712
-0.594740310618575,0.824640742936783,0.695527517480787,0.841403428589559
-0.23144738933978,1.33092940338157,0.317120465299597,0.49301917062696
-0.896856070874273,-0.198186319416781,1.02347293555978,-1.36138579302545
0.146326308628716,-0.344350303824546,0.919800187754827,0.400121866761345
-0.842784552742454,0.683631864310345,-1.06579560038577,0.685008610280396
1.99338144681413,-0.630139175212284,-0.55442837698318,0.448730535465483
0.462832167881768,-1.36926416691013,0.226945268909116,-0.176411287361742
1.22360796364298,-0.174112838082028,0.882770940835517,0.723787461542441
-0.130104659900877,0.924093676372604,0.712529194674063,-3.23544555927531
1.06336931159494,-0.377003297195129,0.25365330801627,-0.904566784715802
-0.508673481308721,1.0738115517635,-0.20938996953163,-0.762013041521576
0.182556392259266,0.717150851900168,0.209821124461023,-1.11308902532383
0.440519490209333,1.05265686166783,0.428469378620185,-0.0480675248112992
0.199285393034398,0.718481186381611,1.06909243297781,-1.497656069109
-1.35925383194046,1.51838361581203,0.66555602195339,1.03418847343448
