"high_neg_skew","moderate_neg_skew","mild_neg_skew","normal","mild_pos_skew","moderate_pos_skew","high_pos_skew"
-1.29595570177653,-1.05486925192372,-0.965168902807704,1.37095844714667,1.78829852557753,1.20675332438264,0.357545555589047
-0.148162522618353,-2.07034967780687,-0.815890994210792,-0.564698171396089,1.14000260248773,0.81184727874689,0.304503802911403
-0.272029941566288,-1.26178380587458,-0.921838579397914,0.363128411337339,1.27466494278454,0.274294810386752,0.543075879047069
-2.55865481508336,-0.900629404394504,-1.09915241315062,0.63286260496104,1.09882711217971,0.222010920274994,0.178528698069151
-0.853469082579947,-0.78291327371124,-0.607367435643408,0.404268323140999,0.779592954173244,0.379516863189643,5.33154304587297
-0.680803099217814,-0.914747571295315,-0.77892604509542,-0.106124516091484,0.861249766077864,1.31571293072738,0.267353061263891
-0.340241838372257,-1.95456794680004,-1.07353356612893,1.51152199743894,1.04217810598113,0.892121950061418,6.81403466330578
-0.0483057020252471,-1.17155963558815,-0.759345429178622,-0.0946590384130976,0.480888764409685,0.576620715430955,0.112881590396356
-1.7939493267693,-0.693097327884006,-1.27869080458795,2.01842371387704,0.808982044669975,0.556282487486976,3.53722723679543
-0.027653906651672,-0.847657222355788,-0.775570531038216,-0.062714099052421,1.22097061445784,1.51236594578586,0.404613692919093
-4.92265870757629,-0.178675434323577,-0.805753935697041,1.30486965422349,0.928101667230579,0.298755209472812,1.21814905788244
-1.28790076678889,-1.23082442264997,-0.944833396217474,2.28664539270111,0.931552393415329,1.7526559529605,3.14768365594922
-1.15792349748124,-2.07583233913723,-0.934169840821044,-1.38886070111234,1.24281606717815,1.4006998553992,0.252661975225872
-0.490983822683323,-0.426370882358497,-0.938523287659908,-0.278788766817371,0.872765109023648,0.52071787514663,1.42773856969573
-0.0407443242340508,-1.07472154609589,-1.10953842261727,-0.133321336393658,1.17023058295924,0.929311816961362,0.935163779382505
-2.05721349599814,-0.694882646166303,-1.15385725824446,0.635950398070074,0.700764347618342,1.95389567221178,0.186779695540787
-1.5831666133532,-0.553607531540994,-0.634727782932776,-0.284252921416072,0.73574023926311,2.75436333479369,2.37514273406872
-0.556151055696131,-1.06809842077241,-1.26913328189398,-2.65645542090478,0.65801577160724,3.05484176459247,0.0316627833359535
-1.51613913562855,-0.573063096548813,-1.39942574198792,-2.44046692857552,1.02132379141905,1.32088294357645,10.1352259763332
-3.36443033718385,-0.943633405489191,-0.82810315103172,1.32011334573019,0.949773811406467,0.851415574763198,6.01635658975654
-2.03957170925738,-2.69784851999544,-0.623924719785805,-0.306638594078475,1.43400024075871,1.40722677647485,0.738957167498516
-2.66830404296085,-0.279124757193585,-0.663789631968623,-1.78130843398,0.989608839203596,0.824001167098453,0.522877865070473
-2.08570593973164,-0.603440042266034,-0.619895121978776,-0.171917355759621,1.40275564438558,0.471331875556093,1.68273924040766
-0.392722612040342,-0.724495278468438,-1.08023678820137,1.2146746991726,1.62629808589228,1.8834545402956,0.48284146903344
-18.2457608770249,-2.54951114516135,-1.17179808983041,1.89519346126497,0.884498414053351,1.68370055434293,0.746052638442998
-2.31209805044354,-1.94043068064118,-1.44555297596342,-0.4304691316062,1.10198133008014,2.57475094934063,1.41156090593321
-1.76201833632842,-0.957510144243387,-1.08425490099031,-0.25726938276893,0.809593252540334,3.49006188100192,0.867638056350994
-0.608230946469126,-0.398322514030445,-1.25970495553914,-1.76316308519478,1.20261408534791,3.01588540449577,13.004550188591
-0.0767614983888218,-1.22924783475784,-0.870036068774378,0.460097354831271,0.763425235253006,1.80757610415291,0.604336872025763
-0.698020119454697,-1.07971734790505,-0.780178364185587,-0.639994875960119,0.773663333961475,0.973029670538967,0.269015242745834
-0.492301481704392,-1.45693535046745,-1.06912512123985,0.455450123241219,1.07486851276823,0.933828517719494,0.182897071065613
-0.0486106886533101,-1.00172665933285,-1.0879560312208,0.704837337228819,1.02296250042523,0.733705758819786,0.427829319523157
-3.28600332276588,-0.349202998583877,-0.595516073326371,1.03510352196992,1.06785909058376,0.556662638362566,0.231870418410294
-0.897300436019505,-0.806067435102346,-1.26425653885104,-0.608926375407211,1.01748482904891,0.746343305900423,4.12730029350379
-7.7809836112024,-3.08417508503971,-0.857901361050849,0.50495512329797,0.876199955215783,1.5846732212372,1.45006974887795
-0.804025317074624,-0.285629088320919,-0.972365782327802,-1.71700867907334,0.967973526119465,1.33443471170172,0.854693861704659
-9.63144007342095,-1.12010613455757,-0.776094214363791,-0.784459008379496,1.49936200268986,0.404848446790381,1.04252173131075
-0.175527759930071,-3.28943302897653,-1.17245306031715,-0.850907594176518,0.995536211619695,2.45564244403601,0.256426110650327
-0.19335570924763,-0.711825391137199,-0.91148448891744,-2.41420764994663,0.719195286441507,2.63361110984403,34.0013635437073
-0.614492614215318,-1.46041633188449,-0.700939813801661,0.0361226068922556,0.809660673943241,3.04135670952589,3.36408021422729
-5.273139543385,-0.697376584395157,-1.07494828946438,0.205998600200254,0.759227569758092,0.399438117016752,3.24206550513095
-0.105143735933806,-1.36063153101738,-0.662345690053134,-0.361057298548666,0.798498223798769,0.733534259372924,1.2909194755195
-14.1275442665184,-0.367942586557162,-0.953552013173521,0.758163235699517,0.729591142904124,0.735514040300497,1.26972009341866
-2.35368820383892,-0.627604817931858,-1.00486279292558,-0.726704827076575,0.518683076134601,0.712928931610268,2.7649627160119
-2.33027924903497,-2.22955299814677,-1.96493224753312,-1.36828104441929,1.18206917067069,0.654735321846907,1.91852756649548
-0.294088880621581,-5.55688223724583,-1.1362608198969,0.432818025888717,1.17940535770018,0.657041727148649,3.22467330824038
-1.29377865904406,-0.726917994788409,-0.727358365301775,-0.811393176186672,0.939272059184241,0.482913104083858,0.513322160529596
-0.338143173524049,-1.32427174612354,-1.09868002098513,1.44410126172125,0.83447764124211,0.655656890507684,6.73470910752859
-0.749245437591039,-2.48517438585684,-0.975610843979431,-0.431446202613345,0.816241176637527,0.779558665826804,0.109690957851348
-0.616927031922664,-0.84521362426145,-1.05668444489049,0.655647883402207,1.10482127963804,1.15631425745097,15.4717489070159
